frame,max_part,max_value,total_gaze,rightHand_value,rightHand_ratio,rightUpLeg_value,rightUpLeg_ratio,leftArm_value,leftArm_ratio,leftLeg_value,leftLeg_ratio,leftToeBase_value,leftToeBase_ratio,leftFoot_value,leftFoot_ratio,spine1_value,spine1_ratio,spine2_value,spine2_ratio,leftShoulder_value,leftShoulder_ratio,rightShoulder_value,rightShoulder_ratio,rightFoot_value,rightFoot_ratio,head_value,head_ratio,rightArm_value,rightArm_ratio,leftHandIndex1_value,leftHandIndex1_ratio,rightLeg_value,rightLeg_ratio,rightHandIndex1_value,rightHandIndex1_ratio,leftForeArm_value,leftForeArm_ratio,rightForeArm_value,rightForeArm_ratio,neck_value,neck_ratio,rightToeBase_value,rightToeBase_ratio,spine_value,spine_ratio,leftUpLeg_value,leftUpLeg_ratio,leftHand_value,leftHand_ratio,hips_value,hips_ratio
86,head,3815.8895896567424,7350.351637767777,4.2024064312188875e-52,5.717286244682456e-56,1.1774556182330103e-43,1.6019037948919012e-47,1.3097273470853714e-07,1.7818567214603647e-11,3.320558313390834e-99,4.517550284708899e-103,6.777442047732352e-250,9.220568459484735e-254,5.3795983728441775e-226,7.318831313052533e-230,4.3464387535844926e-07,5.913239213279951e-11,903.7885739661986,0.12295854926481714,1.7976043362167,0.00024456031830915416,0.5904533285152921,8.032994305760947e-05,2.0693705342793505e-223,2.8153354237455175e-227,3815.8895896567424,0.5191438148414335,4.365574994444295e-08,5.939273669592864e-12,0.0,0.0,3.5342208682561163e-94,4.808233731426516e-98,0.0,0.0,1.2307216133892718e-23,1.6743710696309335e-27,1.6800140799832687e-24,2.285624093616113e-28,2628.285415870831,0.35757274554949225,9.042240562422106e-248,1.230177957196091e-251,1.8677179962551616e-17,2.5409913542889597e-21,1.574462354165694e-41,2.142023173525126e-45,4.646202806919543e-54,6.321061951711667e-58,4.176894062696712e-27,5.682577199755833e-31
87,neck,2314.2702452997223,5872.584102104628,4.548634579536639e-45,7.745541826989741e-49,3.124454816501901e-37,5.320408805013372e-41,5.580987658940786e-06,9.503461443729109e-10,3.1103934951791123e-89,5.296464794883744e-93,2.093913910494233e-233,3.565575007676454e-237,1.1221688513985918e-208,1.910860418323216e-212,0.00010081129786402645,1.7166428970833725e-08,1341.9310177334062,0.22850775644958107,3.0854523383045436,0.0005253994297329472,0.8205141892536989,0.00013971944462398442,1.1751229773066935e-207,2.001032180851272e-211,2212.476764988128,0.3767467143118846,1.1635277710644188e-06,1.9812875402626103e-10,0.0,0.0,2.9372922927271657e-84,5.0017032394214556e-88,0.0,0.0,1.9954040309506436e-19,3.397829637272503e-23,2.8894531400342774e-20,4.9202413959448444e-24,2314.2702452997223,0.3940803920492734,3.570426475225738e-231,6.079821783984604e-235,1.4130029107042132e-13,2.4061007660968507e-17,2.2609640149358316e-35,3.8500325846768935e-39,4.999297375947634e-47,8.512943006054143e-51,1.7743429614491216e-22,3.0214006825602193e-26
88,spine2,958.6920184453836,1081.6478568762277,2.42465664806952e-35,2.2416321843153914e-38,1.4678112635442211e-27,1.3570139803015224e-30,2.1972385282136995,0.0020313806515174634,2.121581151403642e-67,1.9614342486016808e-70,1.2576306445854705e-198,1.1626987809299385e-201,4.6501380951886116e-178,4.2991238466630866e-181,7.017609953596612,0.006487887817633454,958.6920184453836,0.8863254453386173,107.51331127922903,0.09939770193760178,0.0019097123827061127,1.7655583289568149e-06,3.3200469754451076e-179,3.0694342473282585e-182,0.09457240826144647,8.743363901683238e-05,3.803797181755529e-08,3.516668717618321e-11,0.0,0.0,4.772234926187765e-68,4.412004235805414e-71,0.0,0.0,1.0102555979521283e-08,9.339967638541082e-12,1.516394385499023e-16,1.4019298201896617e-19,6.131186305912992,0.0056683755872449166,3.6137588139236213e-202,3.340975337722267e-205,1.0195099350862176e-05,9.425525401867268e-09,1.6606971798651731e-21,1.5353399623618962e-24,1.1637304267665153e-30,1.0758865922661188e-33,7.420637777477297e-12,6.8604932097844814e-15
89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,hips,1699.4921463880746,2395.093822842031,0.0003869109569505872,1.615431317389799e-07,0.31131530159964804,0.00012998042023683218,0.18647246653627167,7.785601747951672e-05,2.5766744513954027e-14,1.0758135764125963e-17,2.541758152203844e-93,1.0612353169479517e-96,4.712144735145828e-79,1.9674155100756647e-82,1.620553840736586,0.0006766139285573491,1.2403242278724457e-07,5.178603927927427e-11,1.1673124985415634e-13,4.8737652254324816e-17,4.796243026381902e-21,2.0025282436287423e-24,8.503838460442476e-81,3.5505241503866336e-84,1.892020826592202e-36,7.899568728990834e-40,3.1929953944709935e-09,1.3331400064662889e-12,0.0,0.0,1.5134942441190108e-16,6.31914386686986e-20,0.0,0.0,91.89144257011552,0.03836653148772128,3.2885654424393797e-06,1.3730424299358556e-09,8.042669483235165e-29,3.3579767967885664e-32,7.650959096673445e-97,3.1944298063425243e-100,432.6235042031392,0.18062904261920973,168.02897623299924,0.07015548811929846,0.9390215120816994,0.00039206042916826176,1699.4921463880746,0.7095722640090351
94,spine,628.0068824048092,1755.8924026331356,1.9773418515768725e-05,1.126117892310287e-08,0.04497745118007429,2.5615152222668154e-05,0.37006893484024966,0.00021075832111654133,3.579694442119383e-13,2.0386752837197053e-16,1.109527035657092e-90,6.318878275190698e-94,4.552707347819173e-76,2.59281681553604e-79,318.36012234409816,0.18130958472551362,0.7860718788474186,0.0004476765647306324,5.509865964343045e-07,3.137929155613665e-10,2.0757851912381557e-08,1.1821824549871673e-11,2.427290706479622e-80,1.3823687048475507e-83,2.633072115223963e-19,1.4995634762559534e-22,0.001384744861323257,7.886274006577476e-07,0.0,0.0,1.7448060718244188e-17,9.936862128954531e-21,0.0,0.0,78.214741633464,0.04454415402457076,0.00045898540134779405,2.61397224943567e-07,7.448312027250609e-14,4.241895469267435e-17,1.7471830524826971e-96,9.950399294755317e-100,628.0068824048092,0.35765681397279825,123.42277139578725,0.07029062328118882,2.087008833864572,0.0011885744426793432,604.5978936808189,0.34432513790375996
95,spine1,848.0976174621544,1289.7536747285337,2.2858622961216145e-09,1.7723247011509705e-12,2.742758421060709e-05,2.1265753878452818e-08,0.25321466407656945,0.00019632792605135695,6.785168581210673e-32,5.260825159221826e-35,8.554807635070549e-131,6.632900376787961e-134,3.083848292196499e-113,2.3910366394928743e-116,848.0976174621544,0.6575655755667154,6.771123732291834,0.005249935600080391,7.944212303421702e-06,6.159480262844603e-09,4.4301803376638495e-07,3.434904218122356e-10,6.8713268411798e-112,5.327627263885153e-115,6.235992737430042e-17,4.8350261446183423e-20,0.006451024738881805,5.001749454398423e-06,0.0,0.0,4.2255137999380923e-29,3.27621768616203e-32,0.0,0.0,0.09011062356146694,6.98665375622468e-05,0.0016353598901350174,1.2679629623689397e-06,7.733113011834307e-12,5.99580614760564e-15,7.498763062102404e-130,5.814104824070951e-133,429.2586095600544,0.3328221643953869,0.00018344448842711966,1.422321889997568e-07,2.798498190618347e-10,2.1697927638836716e-13,5.274693039889816,0.004089690258878331
96,spine1,817.4643037316157,1304.3590962451863,2.0212499834832982e-09,1.549611597988469e-12,2.653342687322965e-05,2.0342118170993336e-08,0.42047078346275174,0.00032235814866714735,2.900445718096858e-31,2.2236558371435223e-34,9.119535796656274e-130,6.991583700307966e-133,1.9270502029028804e-112,1.4773923902169377e-115,817.4643037316157,0.6267172177392116,4.471372717867297,0.0034280227973560993,3.882569730555625e-06,2.9766110741530035e-09,3.394719518893863e-07,2.6025958102075766e-10,9.64556855657931e-112,7.394871998321381e-115,9.305051623425383e-18,7.133811271920068e-21,0.006788055399253702,5.204130840038026e-06,0.0,0.0,3.7321778516527864e-29,2.861311629900446e-32,0.0,0.0,0.1965352837201818,0.00015067574894516485,0.0017158680662099153,1.3154874843509934e-06,1.6742655982720146e-12,1.2835925345188035e-15,8.493480876241772e-130,6.511612408493691e-133,475.0217023903783,0.3641801584838155,0.0003859306760655337,2.958776284663472e-07,9.054311083517992e-10,6.941578518969452e-13,6.775790725603323,0.005194728004817507
97,spine1,885.6299843222675,1444.6153677262528,7.134024684685665e-11,4.938355803257332e-14,3.918769113679676e-06,2.7126730071047275e-09,4.8660795653196125,0.003368425723574131,2.028242020678875e-30,1.4040014151803046e-33,6.185618815116121e-129,4.281844810256971e-132,1.184844417611127e-110,8.20179851385638e-114,885.6299843222675,0.6130559068578938,3.6724291608069835,0.0025421501410352503,4.29854922398256e-05,2.9755665902601092e-08,4.677036843616168e-09,3.237565478053562e-12,2.2066944353228753e-112,1.527530777134189e-115,3.849812878755174e-18,2.664939723585091e-21,9.918232589738841e-05,6.865656292546304e-08,0.0,0.0,4.9236914428107104e-30,3.408306150418666e-33,0.0,0.0,2.5782303089635925,0.0017847174871340244,2.4390171549159093e-05,1.6883505529605377e-08,7.424337139383245e-13,5.139317568709486e-16,1.1562191149136904e-130,8.003646788927058e-134,538.2708889640845,0.3726049860671869,0.0016286971246250222,1.1274261377881534e-06,6.1799531589243165e-09,4.277922896979306e-12,9.595956219997827,0.006642568281065256
98,spine1,931.6771427542462,1370.0806734747753,6.45693170803742e-11,4.712811320563671e-14,3.1006759440244977e-06,2.263133846097264e-09,1.6023295736136896,0.0011695147626233488,7.31747201733884e-32,5.340905947370524e-35,8.346465730197623e-132,6.091952022817356e-135,1.711014541623073e-114,1.2488421848062619e-117,931.6771427542462,0.6800162653132991,6.524573078245806,0.004762181676279175,4.910638072783324e-05,3.584196294316777e-08,3.58449131934532e-08,2.6162629608185003e-11,2.910096809177978e-115,2.1240331795918557e-118,2.2475264424492732e-17,1.6404336518003243e-20,0.000470691407298363,3.435501400837977e-07,0.0,0.0,1.641338872119465e-30,1.1979870265279556e-33,0.0,0.0,0.618800795448675,0.0004516528168222992,4.0435366042554484e-05,2.9513127821884385e-08,3.4223588811807696e-12,2.4979250838573185e-15,1.9459774364564847e-132,1.4203378488079317e-135,425.38584578675966,0.3104823343780942,0.0003070847634729681,2.2413626395746827e-07,4.253682567073325e-10,3.104694963899613e-13,4.271111031529412,0.0031174157217305266
99,spine2,879.2101625471337,1604.8832047676415,2.1046576777252543e-12,1.3114086255454155e-15,4.323267873530311e-08,2.6938208716292495e-11,1.7607008322805962,0.0010970896991445022,2.3843712682315964e-41,1.4856976888712665e-44,6.905397988684291e-148,4.302741762248095e-151,1.2347939962167163e-127,7.693980425170519e-131,693.9724318008714,0.43241304397683333,879.2101625471337,0.5478343594943581,0.9659705759427182,0.0006018946257728291,0.35416682699506125,0.00022068074856969937,2.075269687308568e-126,1.2930970186139061e-129,0.0004082680158466434,2.543911074860761e-07,0.21650780508708795,0.00013490564574662267,0.0,0.0,2.1913693616018605e-35,1.3654385285433475e-38,0.0,0.0,0.0009374437769173304,5.841196257350426e-07,0.006296519043908597,3.923350325558564e-06,0.11879490532296913,7.402090380786839e-05,1.0790982396950414e-143,6.723842809802945e-147,28.25829365266796,0.017607694795933302,2.5339350611990967e-09,1.578890634328724e-12,5.425950997700075e-17,3.380900854081563e-20,0.01853354473469797,1.1548220256552126e-05
100,spine2,1596.8316451362894,2271.3530880339754,2.798393241956709e-26,1.2320379674561852e-29,1.5212307794713085e-19,6.697464993379989e-23,10.14304349136087,0.004465639245961722,6.913805096666627e-53,3.0439147189797066e-56,6.2108681709684254e-173,2.7344353476739245e-176,1.6919065660346371e-152,7.448892798517327e-156,223.2658585467235,0.09829641182735559,1596.8316451362894,0.7030310054164522,40.627408088448604,0.017886874701464685,0.02954866298944494,1.3009277661458394e-05,6.578692210120699e-156,2.896375840805555e-159,75.93848948219554,0.03343315043453941,0.0001144783958973343,5.0400968700301826e-08,0.0,0.0,2.1167255848570265e-54,9.319227362792851e-58,0.0,0.0,0.0006266262209849072,2.758823470847056e-07,2.793436601056209e-10,1.2298557259867225e-13,324.447498951077,0.14284326847302742,2.661999562819324e-177,1.1719884402136183e-180,0.06885227925481578,3.031333156326326e-05,9.246118741695299e-14,4.070753591947477e-17,2.410536630228598e-21,1.0612778096579851e-24,2.290739874014592e-06,1.0085353466542702e-09
101,spine2,1797.0147411582711,2084.0057377322914,3.1080748124113557e-37,1.4913945562325582e-40,8.441278763268471e-30,4.050506488745966e-33,0.011999258237777102,5.75778560515581e-06,6.557920571453553e-75,3.146786236101992e-78,2.828158126206416e-210,1.3570778981078398e-213,4.829019173779201e-187,2.317181323614729e-190,0.20346175866214428,9.763013363079363e-05,1797.0147411582711,0.8622887685106332,20.875065089451354,0.01001679828010768,0.4141213510991186,0.00019871411273068002,5.6239394495247e-189,2.698619945089203e-192,18.700918579994664,0.008973544669960481,9.885812413143873e-06,4.743658922888144e-09,0.0,0.0,4.721747486484257e-72,2.265707527092618e-75,0.0,0.0,1.8581514892766387e-12,8.916249392377318e-16,5.101276101725339e-16,2.4478224840572115e-19,246.78542063056238,0.11841878175398005,2.200311469462401e-210,1.0558087387305697e-213,2.019844320568182e-08,9.692124565674533e-12,1.7376831146844045e-26,8.338187766101174e-30,1.1259349332554016e-36,5.402743921811782e-40,4.587259810810225e-16,2.2011742711427693e-19
102,spine2,1969.9350096521994,2521.207810438205,1.6646215978705514e-38,6.60247676125209e-42,3.560424103242693e-31,1.4121898593610434e-34,0.0016162793891158819,6.410734499648248e-07,8.930143843900601e-79,3.542010224991519e-82,2.048187303917588e-216,8.123833725398453e-220,4.2780740893222427e-194,1.6968351722576496e-197,0.03996204375538891,1.585035695587632e-05,1969.9350096521994,0.7813457508327367,11.150224327641796,0.004422572499370373,0.9762301423293124,0.0003872073290775806,1.7618161854233075e-192,6.987984798909101e-196,56.33503156070612,0.02234446178036973,2.113251862452779e-05,8.381902728143143e-09,0.0,0.0,1.2730821601433919e-74,5.049493163049184e-78,0.0,0.0,3.324368212122041e-14,1.318561761691608e-17,8.215541505104083e-17,3.258573716569663e-20,482.7697152983994,0.19148350774563497,4.822888718179107e-215,1.9129278825059853e-218,1.2658904464992926e-09,5.020968288525456e-13,7.594200714452857e-29,3.012128029673574e-32,2.588723894253772e-39,1.0267792617237024e-42,7.964946050934686e-18,3.1591787150422633e-21
103,spine2,1878.3522215568505,2513.6959126877177,5.279858062376871e-40,2.100436268256287e-43,1.6804777438885892e-32,6.685286535282515e-36,0.007926822821612181,3.1534533598921233e-06,5.934768010191336e-79,2.360972932420337e-82,4.505504557640331e-217,1.7923824973812816e-220,5.804275511017694e-195,2.3090603289447178e-198,0.03505225462017144,1.394450873840684e-05,1878.3522215568505,0.7472471956834512,36.583471673412504,0.014553658415387395,0.16778836414486334,6.67496666155848e-05,1.6836338203227028e-194,6.697842057285728e-198,75.84087147345757,0.03017106050523282,1.075659033874674e-06,4.27919315317877e-10,0.0,0.0,2.767912350198518e-76,1.1011325340617612e-79,0.0,0.0,9.848391422492226e-14,3.917892921249188e-17,2.274464531049248e-18,9.04828829759811e-22,522.7085794659108,0.20794423733896095,1.641550581998242e-217,6.530426268796562e-221,8.407815563801175e-10,3.344802178084974e-13,9.197800941564022e-29,3.659074629965667e-32,8.536326180033947e-39,3.3959263477127016e-42,1.0867167771151629e-17,4.3231831329717735e-21
