timestamp,vertex_index,probability,distance_score,angle_score,temporal_weight
0.0,0,9.782142582448753e-06,0.00014503845225113585,0.06034658821154914,10.735762130956129
0.0,1,6.155192410857686e-06,4.721741759431501e-05,0.0582230588218393,10.735762130956129
0.0,2,0.013022938756047773,0.5141660814205836,0.05990752222628001,10.735762130956129
0.0,3,0.0033819030599623813,0.007594362227948256,0.06341096791317101,10.735762130956129
0.0,4,0.008908830071652746,0.12519774883276064,0.03303346950998643,10.735762130956129
0.0,5,6.697312225467468e-05,0.001585633252427108,0.029537564893112055,10.735762130956129
0.0,6,0.005802244807528111,0.01665826680557314,0.12173514056376979,10.735762130956129
0.0,7,3.674235624552294e-05,0.00018229320844182306,0.1025873490644143,10.735762130956129
0.0,8,8.01723081365456e-05,0.00020524290882524088,0.08314798924763978,10.735762130956129
0.0,9,0.00010019040144524541,0.0006676434459377286,0.043177697103885596,10.735762130956129
0.0,10,0.0002510315597705037,0.0036864558333943634,0.08777764960766939,10.735762130956129
0.0,11,0.00027385444983818723,0.008978549796607038,0.04493020457574916,10.735762130956129
0.0,12,5.347763315617988e-06,5.819723537140978e-05,0.05866679252431766,10.735762130956129
0.0,13,0.01802551287764095,0.10407365178931834,0.06201190120535606,10.735762130956129
0.0,14,0.018140190722684014,0.6311317247646171,0.0427714914461905,10.735762130956129
0.0,15,0.006561094065093831,0.030047118436928744,0.04556392303122163,10.735762130956129
0.0,16,1.668091345836729e-05,0.0003243260529777829,0.04301660444004255,10.735762130956129
0.0,17,1.2726494942335151e-05,0.00016996529542680336,0.04164461499836075,10.735762130956129
0.0,18,0.0008124566207358574,0.021108366029223495,0.0255072436652066,10.735762130956129
0.0,19,0.02106312125760651,0.1927768999172766,0.08579106082939102,10.735762130956129
0.0,20,0.007051022139434921,0.01428404504906167,0.08706884512028693,10.735762130956129
0.0,21,1.0945031505078873e-05,9.781680016839046e-05,0.08023667308277696,10.735762130956129
0.0,22,8.067133687939958e-06,4.7009016929043125e-05,0.07844022229642453,10.735762130956129
0.0,23,0.0005094472817904444,0.0016122202092193395,0.13533528323661262,10.735762130956129
0.0,24,1.3517420442860927e-05,5.8680600297251666e-05,0.0707168122934946,10.735762130956129
0.0,25,0.0004888230209581448,0.0010157888506992694,0.07531881361710034,10.735762130956129
0.0,26,0.0007284378241936239,0.001432879419196884,0.10683693467786602,10.735762130956129
0.0,27,5.2893198827578543e-05,0.00016448384508482625,0.09916393421793625,10.735762130956129
0.0,28,1.7072804178340234e-05,0.00012592176142902818,0.04862691191497369,10.735762130956129
0.0,29,0.00047450498934341296,0.0017698607828176057,0.05188324946606548,10.735762130956129
0.0,30,0.0009407100906291106,0.008425144693467087,0.03460173879576528,10.735762130956129
0.0,31,9.008565912196663e-05,0.0012576742729571095,0.03157627510174928,10.735762130956129
0.0,32,5.4132866320191077e-05,0.000202745399915588,0.060863453799810875,10.735762130956129
0.0,33,3.108560864282807e-05,0.00045837626003476914,0.07435721799086824,10.735762130956129
0.0,34,0.0019832405164989697,0.045056095907682996,0.07620485668724052,10.735762130956129
0.0,35,0.001972667125041346,0.01607979457212435,0.1146956834269499,10.735762130956129
0.0,36,0.00010211692303121665,0.0007983344090957065,0.1048091321026934,10.735762130956129
0.0,37,3.677213430737095e-05,0.000843737818728992,0.0513291956501707,10.735762130956129
0.0,38,0.001731288814682418,0.06406338110644928,0.05142488240715983,10.735762130956129
0.0,39,0.002392373984531359,0.09479182733105083,0.03466538254233027,10.735762130956129
0.0,40,0.00015941197029360648,0.00497509800489337,0.03413984681837486,10.735762130956129
0.0,41,0.00017354677206424954,0.004175324735876833,0.063357500434204,10.735762130956129
0.0,42,6.60160164459228e-06,8.424713064412263e-05,0.059409906667631546,10.735762130956129
0.0,43,5.222171760664233e-06,4.795999513093017e-05,0.058253739588433544,10.735762130956129
0.0,44,0.024211437778325923,0.40954251294446153,0.060265245658980726,10.735762130956129
0.0,45,0.009545941252151757,0.027080338191119928,0.06304529004276971,10.735762130956129
0.0,46,0.014995921460907002,0.8234693960494355,0.050076891486735865,10.735762130956129
0.0,47,0.01605326494687504,0.31551272401560093,0.03723519040690956,10.735762130956129
0.0,48,0.01811446155360111,0.2656813469494328,0.05131949110451303,10.735762130956129
0.0,49,0.0047242833391034685,0.014117664084216438,0.053951992749545916,10.735762130956129
0.0,50,0.008599296072744544,0.06813767810816283,0.03845570893575857,10.735762130956129
0.0,51,0.011715528074355778,0.053531323885467566,0.052976139393047884,10.735762130956129
0.0,52,0.015158404748074016,0.14113074584013613,0.043969027991220454,10.735762130956129
0.0,53,1.1052236082046236e-05,0.0001883669723677947,0.05125969595895997,10.735762130956129
0.0,54,3.138522104421742e-05,0.0006852523877396992,0.03573409265296085,10.735762130956129
0.0,55,7.896376256593934e-06,0.0001161262175698427,0.04999055601059203,10.735762130956129
0.0,56,7.616091963778529e-06,7.675755321403559e-05,0.04952628196185433,10.735762130956129
0.0,57,2.6957832687400758e-05,0.00047989734023530175,0.03481262837751408,10.735762130956129
0.0,58,6.89283526021225e-06,8.376539788628724e-05,0.04938738442181579,10.735762130956129
0.0,59,1.3805612159539655e-05,0.00022821164020809812,0.04150909859900688,10.735762130956129
0.0,60,0.003091361636883675,0.06243052911492406,0.028756269590041898,10.735762130956129
0.0,61,0.00020630448446052842,0.005887269415881694,0.02456188181860065,10.735762130956129
0.0,62,0.019808052126589523,0.4385451533590271,0.071055923507485,10.735762130956129
0.0,63,0.014035346317165884,0.06168932419079981,0.10349994556330047,10.735762130956129
0.0,64,0.02570897816420294,0.19708708223497415,0.07271742170418166,10.735762130956129
0.0,65,0.0051652217522093246,0.010033434426464519,0.0741958440469968,10.735762130956129
0.0,66,0.007978156604956975,0.0182479006739019,0.10265857486150057,10.735762130956129
0.0,67,0.014439494884400137,0.04004324507863247,0.07435851011460716,10.735762130956129
0.0,68,0.020010633292573552,0.06251050566763254,0.08797977747040293,10.735762130956129
0.0,69,8.8488097302315e-06,0.00010295387356714186,0.06977125578661007,10.735762130956129
0.0,70,1.7939331235051925e-05,0.00012054785897717868,0.09143271055749334,10.735762130956129
0.0,71,6.221344156050916e-06,6.085388956717794e-05,0.06910530016857279,10.735762130956129
0.0,72,5.939722109372128e-06,3.934040844044303e-05,0.06775110529495085,10.735762130956129
0.0,73,1.5063300217892297e-05,7.943208329918737e-05,0.0901736650813556,10.735762130956129
0.0,74,5.378474645504155e-06,4.28574641175355e-05,0.06842003462226186,10.735762130956129
0.0,75,8.47187137404736e-06,6.067521305507472e-05,0.0797589765299718,10.735762130956129
0.0,76,0.00200051163809279,0.005414129221666369,0.14368723563026253,10.735762130956129
0.0,77,0.00012581378095824537,0.0005012608131810572,0.118028952771483,10.735762130956129
0.0,78,7.991057800264577e-06,4.616570743609486e-05,0.06423799583700872,10.735762130956129
0.0,79,2.946541749398415e-05,9.700946511694819e-05,0.07722892333928554,10.735762130956129
0.0,80,9.434222068188912e-06,4.629401670528625e-05,0.07556197995778652,10.735762130956129
0.0,81,0.001277642989740884,0.002649999596201712,0.0695741595884607,10.735762130956129
0.0,82,0.00019279955627837363,0.0004313349013723297,0.08003069178922775,10.735762130956129
0.0,83,0.0019333513720117437,0.003451724907450982,0.08252097752924191,10.735762130956129
0.0,84,0.0023257044158134523,0.004883656398803945,0.11796119631623338,10.735762130956129
0.0,85,0.0002257661031726118,0.0004827776550649101,0.09460759410474634,10.735762130956129
0.0,86,0.0024914432527119047,0.004645709822903918,0.09870632016140196,10.735762130956129
0.0,87,0.0007291707174012156,0.00168764450803914,0.12471602775503314,10.735762130956129
0.0,88,0.0006073194664607874,0.001141583210375732,0.09009080612216491,10.735762130956129
0.0,89,4.4226425499760195e-05,0.00016847566840780912,0.10319746323377192,10.735762130956129
0.0,90,6.368979371426667e-05,0.0001735478017580433,0.09185631833193622,10.735762130956129
0.0,91,1.7641234740489375e-05,7.502994484980495e-05,0.08871366874398906,10.735762130956129
0.0,92,0.00015901035212575207,0.00046917875878620797,0.1166622618358089,10.735762130956129
0.0,93,2.2391789590047943e-05,7.974002347629321e-05,0.0839224988350865,10.735762130956129
0.0,94,0.00019308723928913908,0.0004547954338148642,0.10694028701915478,10.735762130956129
0.0,95,9.203467394023517e-06,6.937107990775755e-05,0.05304793148397141,10.735762130956129
0.0,96,3.82629963840405e-05,0.0002717453684560947,0.04527435919963724,10.735762130956129
0.0,97,1.3459977445623387e-05,0.0001370200114325532,0.043985100531102876,10.735762130956129
0.0,98,1.2330213786614553e-05,6.850122942109493e-05,0.05905358232665161,10.735762130956129
0.0,99,0.0012052211079352979,0.003399104053371672,0.05744112190624886,10.735762130956129
0.0,100,0.00020826385033877848,0.0010429150505409086,0.04704056406723226,10.735762130956129
0.0,101,0.0017399122196960954,0.006859263446597787,0.048002811020488576,10.735762130956129
0.0,102,0.00043465890082514515,0.0011523160794689477,0.06265216027485285,10.735762130956129
